Title,Price,Area,Rooms,Address,Energy Rating,URL
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-82eb-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-82eb-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '1', 'gstkvhx': '01676123__80__1__th', 'houseNumber': '80', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Næsborgvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Næsborgvej', 'slug': 'naesborgvej-80-1-th-2650-hvidovre-01676123__80__1__th', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/naesborgvej-80-1-th-2650-hvidovre-01676123__80__1__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-8220-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-8220-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '1', 'gstkvhx': '01676123__12__1__tv', 'houseNumber': '12', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Næsborgvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Næsborgvej', 'slug': 'naesborgvej-12-1-tv-2650-hvidovre-01676123__12__1__tv', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/naesborgvej-12-1-tv-2650-hvidovre-01676123__12__1__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-5a59-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-5a59-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '0', 'gstkvhx': '01672807266F_st__tv', 'houseNumber': '266F', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Gammel Køge Landevej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Gammel Køge Landevej', 'slug': 'gammel-koege-landevej-266f-0-tv-2650-hvidovre-01672807266f_st__tv', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/gammel-koege-landevej-266f-0-tv-2650-hvidovre-01672807266f_st__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-8a27-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-8a27-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '1', 'gstkvhx': '01676690__15__1__th', 'houseNumber': '15', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Rebæk Søpark', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Rebæk Søpark', 'slug': 'rebaek-soepark-15-1-th-2650-hvidovre-01676690__15__1__th', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/rebaek-soepark-15-1-th-2650-hvidovre-01676690__15__1__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-89da-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-89da-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '5', 'gstkvhx': '01676690___7__5__tv', 'houseNumber': '7', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Rebæk Søpark', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Rebæk Søpark', 'slug': 'rebaek-soepark-7-5-tv-2650-hvidovre-01676690___7__5__tv', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/rebaek-soepark-7-5-tv-2650-hvidovre-01676690___7__5__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/1f8812fb-f426-4aa3-bed3-750a3606e629'}}, 'addressID': '1f8812fb-f426-4aa3-bed3-750a3606e629', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'floor': '1', 'gstkvhx': '01670597__25__1____', 'houseNumber': '25', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Baunebakkevej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Baunebakkevej', 'slug': 'baunebakkevej-25-1-2650-hvidovre-01670597__25__1____', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/baunebakkevej-25-1-2650-hvidovre-01670597__25__1____
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-82f1-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-82f1-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '1', 'gstkvhx': '01676123__82__1__th', 'houseNumber': '82', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Næsborgvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Næsborgvej', 'slug': 'naesborgvej-82-1-th-2650-hvidovre-01676123__82__1__th', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/naesborgvej-82-1-th-2650-hvidovre-01676123__82__1__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-5ba9-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-5ba9-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'floor': '3', 'gstkvhx': '01672807308B__3____', 'houseNumber': '308B', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Gammel Køge Landevej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Gammel Køge Landevej', 'slug': 'gammel-koege-landevej-308b-3-2650-hvidovre-01672807308b__3____', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/gammel-koege-landevej-308b-3-2650-hvidovre-01672807308b__3____
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-b02f-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-b02f-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '0', 'gstkvhx': '01018320_328_st__tv', 'houseNumber': '328', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Vigerslevvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Vigerslevvej', 'slug': 'vigerslevvej-328-0-tv-2500-valby-01018320_328_st__tv', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/vigerslevvej-328-0-tv-2500-valby-01018320_328_st__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/32c88351-ae65-1479-e044-0003ba298018'}}, 'addressID': '32c88351-ae65-1479-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': '304', 'floor': '3', 'gstkvhx': '01674032_180__3_304', 'houseNumber': '180', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Hvidovrevej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Hvidovrevej', 'slug': 'hvidovrevej-180-3-304-2650-hvidovre-01674032_180__3_304', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/hvidovrevej-180-3-304-2650-hvidovre-01674032_180__3_304
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a5-46f8-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a5-46f8-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Hvidovre', 'slug': ''}, 'cityName': 'Hvidovre', 'daysOnMarket': {'realtors': None}, 'door': 'tv', 'floor': '2', 'gstkvhx': '01670985___6__2__tv', 'houseNumber': '6', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Bonkesvej', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Bonkesvej', 'slug': 'bonkesvej-6-2-tv-2650-hvidovre-01670985___6__2__tv', 'zip': {'name': 'Hvidovre', 'slug': '', 'zipCode': 2650}, 'zipCode': 2650}",N/A,https://www.boligsiden.dk/adresse/bonkesvej-6-2-tv-2650-hvidovre-01670985___6__2__tv
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-5dff-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-5dff-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '1', 'gstkvhx': '01017872__6A__1__th', 'houseNumber': '6A', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Urtehaven', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Urtehaven', 'slug': 'urtehaven-6a-1-th-2500-valby-01017872__6a__1__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/urtehaven-6a-1-th-2500-valby-01017872__6a__1__th
N/A,N/A,N/A,N/A,"{'_links': {'self': {'href': '/addresses/0a3f50a1-5e08-32b8-e044-0003ba298018'}}, 'addressID': '0a3f50a1-5e08-32b8-e044-0003ba298018', 'allowNewValuationInfo': False, 'city': {'name': 'Valby', 'slug': ''}, 'cityName': 'Valby', 'daysOnMarket': {'realtors': None}, 'door': 'th', 'floor': '2', 'gstkvhx': '01017872__6B__2__th', 'houseNumber': '6B', 'isPublic': True, 'municipality': {'municipalityCode': 0, 'name': '', 'slug': ''}, 'place': {'bbox': None, 'coordinates': {'lat': 0, 'lon': 0, 'type': ''}, 'id': 0, 'name': '', 'slug': ''}, 'province': {'name': '', 'provinceCode': '', 'regionCode': 0, 'slug': ''}, 'road': {'municipalityCode': 0, 'name': 'Urtehaven', 'roadCode': 0, 'roadID': '', 'slug': ''}, 'roadName': 'Urtehaven', 'slug': 'urtehaven-6b-2-th-2500-valby-01017872__6b__2__th', 'zip': {'name': 'Valby', 'slug': '', 'zipCode': 2500}, 'zipCode': 2500}",N/A,https://www.boligsiden.dk/adresse/urtehaven-6b-2-th-2500-valby-01017872__6b__2__th
